Date of Race,Time,Track,Horse,Distance,Place,Industry SP,Betfair SP,Predicted_Win_Probability,Race_ID,Predicted_Rank,Top_3_Flag,Odds_To_Use,Expected_Value,Field_Size,Kelly_Fraction,Reject_Reason,Winrate_Threshold,Bet_Placed,Stake,Actual_Result,Bet_Return,Bankroll_After_Race
2023-08-14,18:40:00,HAMILTON,Emu War,6f,3.0,2.63,2.9,0.2907070545441801,2023-08-14_18:40:00,1.0,True,2.63,-0.23544044654880636,6,-0.14444199174773398,kelly_low|ev_low|,0,False,0.0,0,0.0,9926.988784557734
2023-08-14,18:40:00,HAMILTON,Chumbaa,6f,1.0,3.25,3.38,0.27532635733257965,2023-08-14_18:40:00,2.0,True,3.25,-0.10518933866911606,6,-0.0467508171862738,kelly_low|ev_low|,0,False,0.0,1,0.0,9926.988784557734
2023-08-14,19:10:00,HAMILTON,Dreams Adozen,1m3f,1.0,1.67,1.51,0.5711398361625384,2023-08-14_19:10:00,1.0,True,1.67,-0.04619647360856094,4,-0.06894996060979246,kelly_low|ev_low|,0,False,0.0,1,0.0,9827.718896712156
2023-08-14,20:10:00,HAMILTON,Slainte Mhath,6f,5.0,2.0,2.19,0.33425416301652,2023-08-14_20:10:00,1.0,True,2.0,-0.33149167396696,6,-0.33149167396696,kelly_low|ev_low|,0,False,0.0,0,0.0,10613.936408449128
2023-08-25,16:40:00,HAMILTON,Granny Budgie,6f,1.0,3.0,3.04,0.3403749614994979,2023-08-25_16:40:00,1.0,True,3.0,0.021124884498493812,5,0.010562442249246906,ev_low|,0,False,0.0,1,0.0,10613.936408449128
2023-08-25,16:40:00,HAMILTON,Fusterlandia,6f,2.0,3.25,3.9,0.22932885788083945,2023-08-25_16:40:00,2.0,True,3.25,-0.2546812118872718,5,-0.11319164972767634,kelly_low|ev_low|,0,False,0.0,0,0.0,10613.936408449128
2023-09-05,17:15:00,HAMILTON,Spectacular Style,1m4f,1.0,1.14,1.16,0.6324326103151052,2023-09-05_17:15:00,1.0,True,1.14,-0.2790268242407801,4,-1.9930487445770022,kelly_low|ev_low|odds_low|,0,False,0.0,1,0.0,10402.719073920991
2023-09-05,17:45:00,HAMILTON,Dc Flyer,6f,4.0,3.75,3.8,0.2518052418540092,2023-09-05_17:45:00,2.0,True,3.75,-0.05573034304746549,6,-0.020265579289987453,kelly_low|ev_low|,0,False,0.0,0,0.0,10584.766657714608
2023-09-05,18:15:00,HAMILTON,Iris Dancer,6f,1.0,3.75,3.96,0.22976131011889758,2023-09-05_18:15:00,2.0,True,3.75,-0.13839508705413406,6,-0.050325486201503296,kelly_low|ev_low|,0,False,0.0,1,0.0,10478.918991137461
2023-09-24,14:50:00,HAMILTON,Aconcagua Mountain,5f,4.0,1.67,1.7,0.3811596562876058,2023-09-24_14:50:00,1.0,True,1.67,-0.3634633739996983,6,-0.5424826477607438,kelly_low|ev_low|,0,False,0.0,0,0.0,10953.527021216367
